index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_scene_structured,pred_gender_structured,pred_occupation_structured,pred_action_structured,parse_status
555,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","back, backpack, bag, book, bottle, card, chair, computer, desk, face, floor, glasses, hair, laptop, mouse, papers, person, room, scarf, table, table top",vg,office,vg_2368298,"back, backpack, bag, book, bottle, card, chair, computer, face, floor, glasses, hair, laptop, mouse, papers, person, room, scarf, table, table top","back, backpack, bag, book, bottle, card, chair, computer, desk, face, floor, glasses, hair, laptop, mouse, papers, person, room, scarf, table, table top","In the classroom, an unknown student is studying.",classroom,unknown,student,studying,strict_match
556,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","beach, chair, dress, person, pole, towel, umbrella, water",vg,office,vg_2403946,"beach, chair, dress, person, pole, towel, umbrella, water","beach, chair, dress, person, pole, towel, umbrella, water","In the beach scene, an unknown unknown is relaxing.",beach scene,unknown,unknown,relaxing,strict_match
557,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","airport, arm, belt, black hair, blue shirt, cap, cell phone, chest, ear, eyes, ground, hair, hand, head, head phones, headphones, lady, monitor, name tag, nose, paper, person, phone, photograph, pocket, shirt, shoulder, shoulder bag, sleeveless dress, strap, television",vg,office,vg_2348345,"airport, arm, belt, black hair, blue shirt, cap, cell phone, chest, ear, eyes, ground, hair, hand, head, head phones, headphones, lady, name tag, nose, paper, person, phone, photograph, pocket, shirt, shoulder, shoulder bag, sleeveless dress, strap, television","airport, arm, belt, black hair, blue shirt, cap, cell phone, chest, ear, eyes, ground, hair, hand, head, head phones, headphones, lady, monitor, name tag, nose, paper, person, phone, photograph, pocket, shirt, shoulder, shoulder bag, sleeveless dress, strap, television","""In the unknown, a male unknown is using two phones.""",unknown,male,unknown,using two phones,loose_match
558,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","basket, beer, box, can, chair, cheese, cloth, cup, curtain, design, drawers, glass, guy, lamps, open can, paper, pepperoni, person, pizza, pizzas, plate, table",vg,office,vg_2349836,"basket, beer, box, can, chair, cheese, cloth, cup, curtain, design, drawers, glass, guy, lamps, open can, paper, pepperoni, person, pizza, pizzas, plate, table","basket, beer, box, can, chair, cheese, cloth, cup, curtain, design, drawers, glass, guy, lamps, open can, paper, pepperoni, person, pizza, pizzas, plate, table","In the kitchen, an unknown person is preparing to eat.",kitchen,unknown,person,preparing to eat,strict_match
559,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","back cushion, bib, broccoli, cap, chair, chicken, child, cushion, design, dog, eye, floor, food, green plate, hair, high chair, little girl, meal, neck, pattern, person, plate, shirt, table, teddy bear, toddler, tray",vg,office,vg_2364005,"back cushion, bib, broccoli, cap, chair, chicken, child, cushion, design, dog, eye, floor, food, green plate, hair, high chair, little girl, meal, neck, pattern, person, plate, shirt, table, teddy bear, toddler, tray","back cushion, bib, broccoli, cap, chair, chicken, child, cushion, design, dog, eye, floor, food, green plate, hair, high chair, little girl, meal, neck, pattern, person, plate, shirt, table, teddy bear, toddler, tray","In the unknown, an unknown unknown is eating.",unknown,unknown,unknown,eating,strict_match
560,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","16, advertisement, baseball stadium, bat, cap, catcher, chair, dr pepper banner, field, game, grass, hair, helmet, home plate, jersey, lines, markings, pattern, person, player, players, scoreboard, seats, sign, skybox seats, spectators, stand, team, umpire, valero",vg,office,vg_2353774,"16, advertisement, baseball stadium, bat, cap, catcher, chair, dr pepper banner, field, game, grass, hair, helmet, home plate, jersey, lines, markings, pattern, person, player, players, scoreboard, seats, sign, skybox seats, spectators, stand, team, umpire, valero","16, advertisement, baseball stadium, bat, cap, catcher, chair, dr pepper banner, field, game, grass, hair, helmet, home plate, jersey, lines, markings, pattern, person, player, players, scoreboard, seats, sign, skybox seats, spectators, stand, team, umpire, valero","""In the stadium, a male baseball player is batting.""",stadium,male,baseball player,batting,loose_match
561,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","cooking, counter, doorway, drawers, hair, he, kitchen, oven, person, pot, stove",vg,kitchen,vg_2384191,"counter, doorway, drawers, hair, he, person, pot, stove","cooking, counter, doorway, drawers, hair, he, kitchen, oven, person, pot, stove","""In the kitchen, an unknown unknown is cooking.""",kitchen,unknown,unknown,cooking,loose_match
562,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","cook, counter, dish, fish, food, head, kitchen, kitchen area, light, oven, person, platter, pot, restaurant, shirt, stand, stove",vg,kitchen,vg_1160131,"counter, dish, fish, food, head, kitchen, kitchen area, light, person, platter, restaurant, shirt, stand","cook, counter, dish, fish, food, head, kitchen, kitchen area, light, oven, person, platter, pot, restaurant, shirt, stand, stove","In the kitchen, an unknown chef is preparing food.",kitchen,unknown,chef,preparing food,strict_match
563,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bottom, braces, chain, cross, floor, flowers, hat, leaves, necklace, person, plant, plunger, pot, shirt, shoe, shorts, sock, toilet, watch, wicker",vg,kitchen,vg_2380172,"bottom, braces, chain, cross, floor, flowers, hat, leaves, necklace, person, plant, plunger, pot, shirt, shoe, shorts, sock, toilet, watch, wicker","bottom, braces, chain, cross, floor, flowers, hat, leaves, necklace, person, plant, plunger, pot, shirt, shoe, shorts, sock, toilet, watch, wicker","""In the unknown scene, an unknown unknown is sitting on a golden toilet holding a plunger.""",unknown scene,unknown,unknown,sitting on a golden toilet holding a plunger,loose_match
564,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","banana, bananas, bandana, basket, dress, feet, girls, hand, head, person, planters, plants, plastic planters, pot, sandals, shadow, she, shirt, skirt, tree, vase, vendors, writing",vg,kitchen,vg_2366881,"banana, bananas, bandana, basket, dress, feet, girls, hand, head, person, planters, plants, plastic planters, pot, sandals, shadow, she, shirt, skirt, tree, vase, vendors, writing","banana, bananas, bandana, basket, dress, feet, girls, hand, head, person, planters, plants, plastic planters, pot, sandals, shadow, she, shirt, skirt, tree, vase, vendors, writing","In the outdoor scene, an unknown vendor is carrying bananas on their head.",outdoor scene,unknown,vendor,carrying bananas on their head,strict_match
565,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","backpack, bag, board, box, boxes, coffee machine, counter, donuts, elastic, goods, hair, mirror, person, ponytail, pot, rack, racks, refrigerator, register, shirt, shop, sign, strap, table, thermos, tray, trays, wall",vg,kitchen,vg_2370363,"backpack, bag, board, box, boxes, coffee machine, counter, donuts, elastic, goods, hair, mirror, person, ponytail, pot, rack, racks, refrigerator, register, shirt, shop, sign, strap, table, thermos, tray, trays, wall","backpack, bag, board, box, boxes, coffee machine, counter, donuts, elastic, goods, hair, mirror, person, ponytail, pot, rack, racks, refrigerator, register, shirt, shop, sign, strap, table, thermos, tray, trays, wall","In the bakery, an unknown worker is serving customers.",bakery,unknown,worker,serving customers,strict_match
566,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","amber light, appliance, baker, bakers, button, controls, cook, counter, door, glove, hand, hands, hat, kitchen, knob, knobs, light, oven, ovens, person, restaurant, table, wall, window",vg,kitchen,vg_2355956,"amber light, appliance, baker, bakers, button, controls, cook, door, glove, hand, hands, hat, knob, knobs, light, oven, ovens, person, restaurant, table, wall, window","amber light, appliance, baker, bakers, button, controls, cook, counter, door, glove, hand, hands, hat, kitchen, knob, knobs, light, oven, ovens, person, restaurant, table, wall, window","In the kitchen, an unknown baker is operating an oven.",kitchen,unknown,baker,operating an oven,strict_match
567,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bread, button, buttons, cart, cooking, ear, head, letters, machine, oven, ovens, pan, person, pizza paddle, reflection, wall, window",vg,kitchen,vg_2339766,"bread, button, buttons, cart, ear, head, letters, machine, oven, ovens, person, pizza paddle, reflection, wall, window","bread, button, buttons, cart, cooking, ear, head, letters, machine, oven, ovens, pan, person, pizza paddle, reflection, wall, window","""In the kitchen, an unknown baker is adjusting the oven controls.""",kitchen,unknown,baker,adjusting the oven controls,loose_match
568,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bagels, blonde hair, blue stars, bottle, bottles, butter, child, container, door, dress, floor, fridge, her hand, lettering, lid, light, mustard, orange, person, red dress, refridgerator, refrigerator, shelf, syrup, top, tub, water bottle, yellow bottle",vg,kitchen,vg_2370148,"bagels, blonde hair, blue stars, bottle, bottles, butter, child, container, door, dress, floor, fridge, her hand, lettering, lid, light, mustard, orange, person, red dress, refridgerator, refrigerator, shelf, syrup, top, tub, water bottle, yellow bottle","bagels, blonde hair, blue stars, bottle, bottles, butter, child, container, door, dress, floor, fridge, her hand, lettering, lid, light, mustard, orange, person, red dress, refridgerator, refrigerator, shelf, syrup, top, tub, water bottle, yellow bottle","In the kitchen, an unknown child is looking in the refrigerator.",kitchen,unknown,child,looking in the refrigerator,strict_match
569,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","black hair, box, brown shirt, cabients, cabinets, cake, cardboard, cereal, corner, cupboard, cupboards, ear, eye, finger, food, hand, handles, head, kitchen, knife, light, mouth, nose, person, shirt, top, white dish, window",vg,kitchen,vg_2399171,"black hair, box, brown shirt, cabients, cabinets, cake, cardboard, cereal, corner, cupboard, cupboards, ear, eye, finger, food, hand, handles, head, kitchen, knife, light, mouth, nose, person, shirt, top, white dish, window","black hair, box, brown shirt, cabients, cabinets, cake, cardboard, cereal, corner, cupboard, cupboards, ear, eye, finger, food, hand, handles, head, kitchen, knife, light, mouth, nose, person, shirt, top, white dish, window","In the kitchen, an unknown person is preparing a cake.",kitchen,unknown,person,preparing a cake,strict_match
570,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bag, door handle, dress, ear, eyeglasses, glasses, hair, handle, knob, oven, person, pot, print, spoon handle, stove, wall, watch",vg,kitchen,vg_2330839,"bag, door handle, dress, ear, eyeglasses, glasses, hair, handle, knob, oven, person, pot, print, spoon handle, wall, watch","bag, door handle, dress, ear, eyeglasses, glasses, hair, handle, knob, oven, person, pot, print, spoon handle, stove, wall, watch","""In the kitchen, an unknown person is cooking.""",kitchen,unknown,person,cooking,loose_match
571,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","air`s ducts, bag, bottle, bottles, bowls, box, chinese cartons, counter, countertop, dishes, food carton, handle, head, jar, kitchen, lettering, mop, pants, person, plastic cups, plate, plates, pole, shelf, stack bowls, surface, waiter, wall, white outfit, writing",vg,kitchen,vg_2316332,"air`s ducts, bag, bottle, bottles, bowls, box, chinese cartons, counter, countertop, dishes, food carton, handle, head, jar, kitchen, lettering, mop, pants, person, plastic cups, plate, plates, pole, shelf, stack bowls, surface, waiter, wall, white outfit, writing","air`s ducts, bag, bottle, bottles, bowls, box, chinese cartons, counter, countertop, dishes, food carton, handle, head, jar, kitchen, lettering, mop, pants, person, plastic cups, plate, plates, pole, shelf, stack bowls, surface, waiter, wall, white outfit, writing","In the kitchen, a male chef is cooking.",kitchen,male,chef,cooking,strict_match
572,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, cabinet, cart, google, hand, leg, medicine cabinet, mouth, person, railing, smile",vg,kitchen,vg_2339045,"arm, cart, google, hand, leg, medicine cabinet, mouth, person, railing, smile","arm, cabinet, cart, google, hand, leg, medicine cabinet, mouth, person, railing, smile","In the snowy scene, an unknown unknown is skiing.",snowy scene,unknown,unknown,skiing,strict_match
573,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bowl, broccoli, cooking, counter, fork, glove, green food, hair, hot mitten, kitchen, kitchen dish, knife, lady, mixing bowl, outfit, oven, oven mitt, pan, person, pink shirt, plate, pot, pots, serving tray, shirt, stove, surface, sweat suit, track suit, vegetables",vg,kitchen,vg_2374077,"bowl, broccoli, counter, fork, glove, green food, hair, hot mitten, kitchen, kitchen dish, knife, lady, mixing bowl, outfit, oven mitt, person, pink shirt, plate, pot, pots, serving tray, shirt, stove, surface, sweat suit, track suit, vegetables","bowl, broccoli, cooking, counter, fork, glove, green food, hair, hot mitten, kitchen, kitchen dish, knife, lady, mixing bowl, outfit, oven, oven mitt, pan, person, pink shirt, plate, pot, pots, serving tray, shirt, stove, surface, sweat suit, track suit, vegetables","""In the kitchen, an unknown cook is preparing food.""",kitchen,unknown,cook,preparing food,loose_match
574,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","beer, bowl, burger, cactus, chair, container, drink, face, food, fork, fries, glass, glasses, napkin, packets, person, plant, planter, plate, pot, restaurant, shades, shirt, sign, soda, straw, sunglasses, table, text, utensils, vegatables, watch, wrist",vg,kitchen,vg_2409046,"beer, bowl, burger, cactus, chair, container, drink, face, food, fork, fries, glass, glasses, napkin, packets, person, plant, planter, plate, pot, restaurant, shades, shirt, sign, soda, straw, sunglasses, table, text, utensils, vegatables, watch, wrist","beer, bowl, burger, cactus, chair, container, drink, face, food, fork, fries, glass, glasses, napkin, packets, person, plant, planter, plate, pot, restaurant, shades, shirt, sign, soda, straw, sunglasses, table, text, utensils, vegatables, watch, wrist","In the restaurant, a male unknown is gesturing.",restaurant,male,unknown,gesturing,strict_match
575,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bench, boxes, brace, chair, cloth, container, counter, dispenser, floor, flowers, front, napkin dispenser, napkin holder, person, pictures, pot, shaker, shirt, stacks, stool, table, vase, wall",vg,kitchen,vg_178,"bench, boxes, brace, chair, cloth, container, counter, dispenser, floor, flowers, front, napkin dispenser, napkin holder, person, pictures, pot, shaker, shirt, stacks, stool, table, vase, wall","bench, boxes, brace, chair, cloth, container, counter, dispenser, floor, flowers, front, napkin dispenser, napkin holder, person, pictures, pot, shaker, shirt, stacks, stool, table, vase, wall","""In the diner, an unknown server is working.""",diner,unknown,server,working,loose_match
576,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","chain, glasses, hat, jacket, kitchen, neck, person, plaid coat, plaid jacket, shirt",vg,kitchen,vg_2324758,"chain, glasses, hat, jacket, kitchen, neck, person, plaid coat, plaid jacket, shirt","chain, glasses, hat, jacket, kitchen, neck, person, plaid coat, plaid jacket, shirt","In the kitchen, an unknown unknown is standing.",kitchen,unknown,unknown,standing,strict_match
577,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","apron, bottle, cap, ceiling, container, cook, emblem, equipment, extinguisher, faucet, freezer, group, hair, he, head, holder, hood, item, kitchen, lid, oven, person, pin, pipe, pot, range, room, shaker, shelf, shirt, stack, stick, sticker, stripe, t-shirt, tile, top, towels, utensil, vents, wall",vg,kitchen,vg_2413100,"apron, bottle, cap, ceiling, container, emblem, equipment, extinguisher, faucet, freezer, group, hair, he, head, holder, hood, item, kitchen, lid, oven, person, pin, pipe, pot, range, room, shaker, shelf, shirt, stack, stick, sticker, stripe, t-shirt, tile, top, towels, utensil, vents, wall","apron, bottle, cap, ceiling, container, cook, emblem, equipment, extinguisher, faucet, freezer, group, hair, he, head, holder, hood, item, kitchen, lid, oven, person, pin, pipe, pot, range, room, shaker, shelf, shirt, stack, stick, sticker, stripe, t-shirt, tile, top, towels, utensil, vents, wall","In the kitchen, an unknown chef is cooking.",kitchen,unknown,chef,cooking,strict_match
578,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","boat, cart, cow, ground, person, pot, water",vg,kitchen,vg_2397541,"boat, cart, cow, ground, person, water","boat, cart, cow, ground, person, pot, water","In the rural scene, an unknown farmer is transporting cattle.",rural scene,unknown,farmer,transporting cattle,strict_match
579,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","black olives, black shirt, candle, candle holder, chair, condiments, counter, elbow, food, fork, glass, grey building, guy, hair, holder, jeans, lady, name tag, necktie, olives, person, pie, pizza, pizzas, plate, red glass, shelve, shirt, stool, table, tag, tee shirt, tie, toothpicks, toppings, utensil, woman's shirt",vg,kitchen,vg_2342255,"black olives, black shirt, candle, candle holder, chair, condiments, counter, elbow, food, fork, glass, grey building, guy, hair, holder, jeans, lady, name tag, necktie, olives, person, pie, pizza, pizzas, plate, red glass, shelve, shirt, stool, table, tag, tee shirt, tie, toothpicks, toppings, utensil, woman's shirt","black olives, black shirt, candle, candle holder, chair, condiments, counter, elbow, food, fork, glass, grey building, guy, hair, holder, jeans, lady, name tag, necktie, olives, person, pie, pizza, pizzas, plate, red glass, shelve, shirt, stool, table, tag, tee shirt, tie, toothpicks, toppings, utensil, woman's shirt","""In the restaurant, an unknown server is standing.""",restaurant,unknown,server,standing,loose_match
580,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","baked bread, basket, board, bread, fixture, floor, goods, keys, ladder, light, pan, pants, person, plank, rack, sweater, tray, waist, waist band, wall",vg,kitchen,vg_1038,"baked bread, basket, board, bread, fixture, floor, goods, keys, ladder, light, pan, pants, person, plank, rack, sweater, tray, waist, waist band, wall","baked bread, basket, board, bread, fixture, floor, goods, keys, ladder, light, pan, pants, person, plank, rack, sweater, tray, waist, waist band, wall","In the bakery, a male unknown is handling bread.",bakery,male,unknown,handling bread,strict_match
581,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bathtub, building, cabinet, counter, countertop, dispenser, mirror, mirror., person, sink, sinks., wall",vg,kitchen,vg_513,"bathtub, building, countertop, dispenser, mirror, mirror., person, sinks., wall","bathtub, building, cabinet, counter, countertop, dispenser, mirror, mirror., person, sink, sinks., wall","""In the bathroom, an unknown unknown is standing.""",bathroom,unknown,unknown,standing,loose_match
582,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bag, bench, cabinet, cords, cup, cupboard, dishes, doors, floor, flowers, fridge, kitchen, mug, outlet, oven, oven mitt, person, photos, refrigerator, sheep, table, tablecloth, television, tv, wall, wine bottles, wine rack",vg,kitchen,vg_2394424,"bag, bench, cords, cup, cupboard, dishes, doors, floor, flowers, fridge, mug, outlet, oven mitt, person, photos, sheep, table, tablecloth, television, tv, wall, wine bottles, wine rack","bag, bench, cabinet, cords, cup, cupboard, dishes, doors, floor, flowers, fridge, kitchen, mug, outlet, oven, oven mitt, person, photos, refrigerator, sheep, table, tablecloth, television, tv, wall, wine bottles, wine rack","In the kitchen, an unknown unknown is standing.",kitchen,unknown,unknown,standing,strict_match
583,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","18, arm, birthday cake, blinds, bracelet, candles, coke can, cup, face, flag, fork, glasses, hand, knife, mouth, pan, paper plates, person, picture, plant, sprinkles, t-shirt, table, table runner, tray, window",vg,kitchen,vg_2382085,"18, arm, birthday cake, blinds, bracelet, candles, coke can, cup, face, flag, fork, glasses, hand, knife, mouth, paper plates, person, picture, plant, sprinkles, t-shirt, table, table runner, tray, window","18, arm, birthday cake, blinds, bracelet, candles, coke can, cup, face, flag, fork, glasses, hand, knife, mouth, pan, paper plates, person, picture, plant, sprinkles, t-shirt, table, table runner, tray, window","""In the party scene, an unknown unknown is celebrating.""",party scene,unknown,unknown,celebrating,loose_match
584,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, bush, disc, graden, grass, hair, hand, head, leg, person, plant, planter, pot, shed, shirt, shoe, shorts, sidewalk, tree, trunk",vg,kitchen,vg_2397188,"arm, bush, disc, graden, grass, hair, hand, head, leg, person, plant, planter, pot, shed, shirt, shoe, shorts, sidewalk, tree, trunk","arm, bush, disc, graden, grass, hair, hand, head, leg, person, plant, planter, pot, shed, shirt, shoe, shorts, sidewalk, tree, trunk","""In the garden, an unknown child is playing.""",garden,unknown,child,playing,loose_match
585,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, blade, brat, can, cooking, elbow, fence, finger, grill, hand, handle, hotdogs, jeans, knife, pam, person, plate, rim, shirt, throngs, thumb, tongs, watch, wrist",vg,kitchen,vg_2379760,"arm, blade, brat, can, elbow, fence, finger, grill, hand, handle, hotdogs, jeans, knife, pam, person, plate, rim, shirt, throngs, thumb, tongs, watch, wrist","arm, blade, brat, can, cooking, elbow, fence, finger, grill, hand, handle, hotdogs, jeans, knife, pam, person, plate, rim, shirt, throngs, thumb, tongs, watch, wrist","""In the outdoor scene, an unknown person is grilling hot dogs.""",outdoor scene,unknown,person,grilling hot dogs,loose_match
586,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bottle, cement, chopping board, clothes, container, counter, cutting board, faucet, finger, floor, flour, greens, hair net, hand, handle, head, head covering, kitchen, knife, lady, lettuce, lid, paint, paper, person, photo, pizza, plate, powder, shirt, sink, smile, something, table, tank top, tool, top, towel, utensil, vegetable, vest, wall, water, window, wraps",vg,kitchen,vg_2413322,"bottle, cement, chopping board, clothes, container, counter, cutting board, faucet, finger, floor, flour, greens, hair net, hand, handle, head, head covering, knife, lady, lettuce, lid, paint, paper, person, photo, pizza, plate, powder, shirt, sink, smile, something, table, tank top, tool, top, towel, utensil, vegetable, vest, wall, water, window, wraps","bottle, cement, chopping board, clothes, container, counter, cutting board, faucet, finger, floor, flour, greens, hair net, hand, handle, head, head covering, kitchen, knife, lady, lettuce, lid, paint, paper, person, photo, pizza, plate, powder, shirt, sink, smile, something, table, tank top, tool, top, towel, utensil, vegetable, vest, wall, water, window, wraps","In the kitchen, an unknown worker is preparing pizza.",kitchen,unknown,worker,preparing pizza,strict_match
