index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_gender_forced,gender_parse_status
555,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","back, backpack, bag, book, bottle, card, chair, computer, desk, face, floor, glasses, hair, laptop, mouse, papers, person, room, scarf, table, table top",vg,office,vg_2368298,"back, backpack, bag, book, bottle, card, chair, computer, face, floor, glasses, hair, laptop, mouse, papers, person, room, scarf, table, table top","back, backpack, bag, book, bottle, card, chair, computer, desk, face, floor, glasses, hair, laptop, mouse, papers, person, room, scarf, table, table top","Gender: unknown

The image depicts a group of people working in what appears to be a study or work environment, possibly a library or a study room. There are several tables and chairs arranged in the room, with multiple individuals seated and working on laptops. 

On the table in the foreground, there are various items including:
- Several open laptops
- Papers and notebooks scattered around
- A green bottle, possibly a beverage
- A blue plastic bag
- A scarf or piece of clothing
- A pen

In the background, more people are seated at tables, also working on laptops. The room has large windows, and it appears to be nighttime outside. The overall atmosphere suggests a busy and focused environment, likely with people engaged in studying or collaborative work.",unknown,strict_match
556,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","beach, chair, dress, person, pole, towel, umbrella, water",vg,office,vg_2403946,"beach, chair, dress, person, pole, towel, umbrella, water","beach, chair, dress, person, pole, towel, umbrella, water","Gender: unknown

The image shows a colorful beach umbrella with stripes in various colors including red, blue, green, yellow, and white. The umbrella is open and positioned on a sandy beach. In the background, there is a body of water with gentle waves and sunlight reflecting off the surface. To the left of the umbrella, part of a person is visible, but their gender is not clear. The person appears to be wearing a sleeveless top. On the right side of the image, there is a beach chair partially visible. The overall scene suggests a relaxing day at the beach.",unknown,strict_match
557,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","airport, arm, belt, black hair, blue shirt, cap, cell phone, chest, ear, eyes, ground, hair, hand, head, head phones, headphones, lady, monitor, name tag, nose, paper, person, phone, photograph, pocket, shirt, shoulder, shoulder bag, sleeveless dress, strap, television",vg,office,vg_2348345,"airport, arm, belt, black hair, blue shirt, cap, cell phone, chest, ear, eyes, ground, hair, hand, head, head phones, headphones, lady, name tag, nose, paper, person, phone, photograph, pocket, shirt, shoulder, shoulder bag, sleeveless dress, strap, television","airport, arm, belt, black hair, blue shirt, cap, cell phone, chest, ear, eyes, ground, hair, hand, head, head phones, headphones, lady, monitor, name tag, nose, paper, person, phone, photograph, pocket, shirt, shoulder, shoulder bag, sleeveless dress, strap, television","Gender: male

The image shows a man wearing a blue shirt with a black shoulder bag. He is holding two devices, one yellow and one black, and appears to be focused on them. In the background, there are several people, some of whom have blurred faces. One person in the background is wearing a patterned dress. There is a television screen in the upper left corner displaying a news channel with text mentioning ""Juventus."" The setting appears to be a busy indoor area, possibly a public transportation hub or a waiting area.",male,strict_match
558,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","basket, beer, box, can, chair, cheese, cloth, cup, curtain, design, drawers, glass, guy, lamps, open can, paper, pepperoni, person, pizza, pizzas, plate, table",vg,office,vg_2349836,"basket, beer, box, can, chair, cheese, cloth, cup, curtain, design, drawers, glass, guy, lamps, open can, paper, pepperoni, person, pizza, pizzas, plate, table","basket, beer, box, can, chair, cheese, cloth, cup, curtain, design, drawers, glass, guy, lamps, open can, paper, pepperoni, person, pizza, pizzas, plate, table","Gender: unknown

The image shows a dining table set for a meal. On the table, there are two large pizzas in open boxes. One pizza appears to be a plain cheese pizza, while the other is topped with various ingredients, possibly including mushrooms and sausage. Surrounding the pizzas are four plates with blue and white circular patterns, each accompanied by a fork and a napkin. There are also four glasses of beer, each filled with a frothy head, and a couple of cans of beer. The tablecloth has a blue and white floral pattern. In the background, there is a kitchen counter with various items, including a coffee maker, a teapot, and some dishes. There is also a person partially visible on the right side of the image, but their face is not shown. The overall setting suggests a casual meal, possibly a gathering or a small party.",unknown,strict_match
559,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","back cushion, bib, broccoli, cap, chair, chicken, child, cushion, design, dog, eye, floor, food, green plate, hair, high chair, little girl, meal, neck, pattern, person, plate, shirt, table, teddy bear, toddler, tray",vg,office,vg_2364005,"back cushion, bib, broccoli, cap, chair, chicken, child, cushion, design, dog, eye, floor, food, green plate, hair, high chair, little girl, meal, neck, pattern, person, plate, shirt, table, teddy bear, toddler, tray","back cushion, bib, broccoli, cap, chair, chicken, child, cushion, design, dog, eye, floor, food, green plate, hair, high chair, little girl, meal, neck, pattern, person, plate, shirt, table, teddy bear, toddler, tray","Gender: unknown

The image shows a child sitting in a high chair. The child's face is blurred, making it difficult to determine their gender. The child is wearing a bib with a pattern of circles in various colors. In front of the child, on the high chair tray, there is a green plate with what appears to be pieces of food, possibly sushi or a similar dish, and some green vegetables. The high chair has a padded cover with a checkered pattern. In the background, there is a table with some items on it, including a stack of colorful objects and a plush toy that resembles a dog. There are also some clothes or fabric items on the table.",unknown,strict_match
560,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","16, advertisement, baseball stadium, bat, cap, catcher, chair, dr pepper banner, field, game, grass, hair, helmet, home plate, jersey, lines, markings, pattern, person, player, players, scoreboard, seats, sign, skybox seats, spectators, stand, team, umpire, valero",vg,office,vg_2353774,"16, advertisement, baseball stadium, bat, cap, catcher, chair, dr pepper banner, field, game, grass, hair, helmet, home plate, jersey, lines, markings, pattern, person, player, players, scoreboard, seats, sign, skybox seats, spectators, stand, team, umpire, valero","16, advertisement, baseball stadium, bat, cap, catcher, chair, dr pepper banner, field, game, grass, hair, helmet, home plate, jersey, lines, markings, pattern, person, player, players, scoreboard, seats, sign, skybox seats, spectators, stand, team, umpire, valero","Gender: male

The image depicts a baseball game in progress at a stadium. The most visually salient person is a male baseball player standing at home plate, ready to bat. He is wearing a white uniform with the number 16 on the back. The catcher and the umpire are positioned behind him, both in their respective gear. 

In the background, there are several sections of stadium seating filled with spectators. The seats are mostly green, and the crowd appears to be engaged in watching the game. Above the seating area, there are various advertisements and signs, including ones for Valero and Goodwill. The scoreboard is also visible, displaying the current game information.

The field itself is well-maintained, with green grass and a dirt infield. Another player, likely a baseman, is visible standing on the field to the right of the batter. The sky is clear and blue, indicating a sunny day. The overall atmosphere suggests a lively and well-attended baseball game.",male,strict_match
561,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","cooking, counter, doorway, drawers, hair, he, kitchen, oven, person, pot, stove",vg,kitchen,vg_2384191,"counter, doorway, drawers, hair, he, person, pot, stove","cooking, counter, doorway, drawers, hair, he, kitchen, oven, person, pot, stove","Gender: male

The image shows a kitchen scene with a male figure standing by the stove, cooking. The kitchen counter is cluttered with various items. On the left side, there is a microwave oven and a toaster. There are also several bottles, a jar, and some other kitchen utensils on the counter. The stove has multiple pots and pans on it, and the man appears to be stirring or handling something in one of the pots. The background shows a staircase and an open door leading to another room. The overall setting appears to be a casual, everyday kitchen environment.",male,strict_match
562,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","cook, counter, dish, fish, food, head, kitchen, kitchen area, light, oven, person, platter, pot, restaurant, shirt, stand, stove",vg,kitchen,vg_1160131,"counter, dish, fish, food, head, kitchen, kitchen area, light, person, platter, restaurant, shirt, stand","cook, counter, dish, fish, food, head, kitchen, kitchen area, light, oven, person, platter, pot, restaurant, shirt, stand, stove","Gender: male

The image depicts a busy kitchen environment with several chefs working. The most visually salient person is a male chef in the foreground, wearing a black uniform with red accents. He is focused on preparing food. In front of him, there is a large piece of meat mounted on a metal stand, likely a leg of ham or similar cut. Surrounding the meat are various small containers with different ingredients, including a yellow liquid, a green sauce, and other condiments. There are plates and utensils on the counter, ready for use. The background shows more chefs working, with various kitchen equipment such as ovens, stoves, and shelves filled with cooking tools and ingredients. The lighting is dim, with overhead lamps illuminating the workspace. The overall atmosphere is busy and professional.",male,strict_match
563,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bottom, braces, chain, cross, floor, flowers, hat, leaves, necklace, person, plant, plunger, pot, shirt, shoe, shorts, sock, toilet, watch, wicker",vg,kitchen,vg_2380172,"bottom, braces, chain, cross, floor, flowers, hat, leaves, necklace, person, plant, plunger, pot, shirt, shoe, shorts, sock, toilet, watch, wicker","bottom, braces, chain, cross, floor, flowers, hat, leaves, necklace, person, plant, plunger, pot, shirt, shoe, shorts, sock, toilet, watch, wicker","Gender: female

The image shows a person sitting on a golden toilet. The person is holding a plunger in their right hand. They are wearing a dark blue t-shirt with a logo on the left side, dark blue shorts, and blue and white athletic shoes. The person has long hair and is wearing a necklace. Behind the person, there are three tall white wicker plant stands, each holding a plant with large red flowers. The background appears to be indoors, with a plain wall behind the plants.",female,strict_match
564,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","banana, bananas, bandana, basket, dress, feet, girls, hand, head, person, planters, plants, plastic planters, pot, sandals, shadow, she, shirt, skirt, tree, vase, vendors, writing",vg,kitchen,vg_2366881,"banana, bananas, bandana, basket, dress, feet, girls, hand, head, person, planters, plants, plastic planters, pot, sandals, shadow, she, shirt, skirt, tree, vase, vendors, writing","banana, bananas, bandana, basket, dress, feet, girls, hand, head, person, planters, plants, plastic planters, pot, sandals, shadow, she, shirt, skirt, tree, vase, vendors, writing","Gender: female

The image shows two women walking outdoors. They are balancing large bowls of bananas on their heads. The woman on the left is wearing a blue t-shirt with the word ""BULLDOG"" written on it and black pants. The woman on the right is wearing a red t-shirt with white text and a blue skirt. Both women have their heads wrapped in colorful scarves. In the background, there are various clay pots and lush green plants, including a large bush and a palm-like plant. The ground appears to be a dirt path.",female,strict_match
565,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","backpack, bag, board, box, boxes, coffee machine, counter, donuts, elastic, goods, hair, mirror, person, ponytail, pot, rack, racks, refrigerator, register, shirt, shop, sign, strap, table, thermos, tray, trays, wall",vg,kitchen,vg_2370363,"backpack, bag, board, box, boxes, coffee machine, counter, donuts, elastic, goods, hair, mirror, person, ponytail, pot, rack, racks, refrigerator, register, shirt, shop, sign, strap, table, thermos, tray, trays, wall","backpack, bag, board, box, boxes, coffee machine, counter, donuts, elastic, goods, hair, mirror, person, ponytail, pot, rack, racks, refrigerator, register, shirt, shop, sign, strap, table, thermos, tray, trays, wall","Gender: female

The image depicts the interior of a busy doughnut shop. The most visually salient person, a female, is standing behind the counter, possibly assisting customers. She has curly hair and is wearing a white shirt. In front of her, there are several customers, some of whom are looking at the menu or waiting in line. 

The shop has a warm, cozy atmosphere with pink boxes stacked on shelves and counters. There are metal racks filled with trays of doughnuts. The menu is prominently displayed on the wall behind the counter, written in colorful chalk on blackboards. The menu lists various types of doughnuts, coffee, and other items. 

The walls are adorned with various posters and decorations, adding to the eclectic and vibrant feel of the shop. There is also a coffee station with a coffee pot and cups visible on the right side of the image. The overall scene suggests a popular and bustling doughnut shop with a friendly and inviting ambiance.",female,strict_match
566,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","amber light, appliance, baker, bakers, button, controls, cook, counter, door, glove, hand, hands, hat, kitchen, knob, knobs, light, oven, ovens, person, restaurant, table, wall, window",vg,kitchen,vg_2355956,"amber light, appliance, baker, bakers, button, controls, cook, door, glove, hand, hands, hat, knob, knobs, light, oven, ovens, person, restaurant, table, wall, window","amber light, appliance, baker, bakers, button, controls, cook, counter, door, glove, hand, hands, hat, kitchen, knob, knobs, light, oven, ovens, person, restaurant, table, wall, window","Gender: male

The image shows a commercial kitchen setting with two individuals, both wearing white chef uniforms and white hats. The most visually salient person is standing with his back to the camera, pointing towards a large industrial oven. The oven has multiple compartments and is labeled ""Sveba Dahlen."" The person is also wearing white gloves. The second individual is partially obscured and is looking at the oven. There is a large stainless steel refrigerator or storage unit to the left of the individuals. The kitchen appears clean and well-organized, with stainless steel surfaces and professional-grade equipment.",male,strict_match
567,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bread, button, buttons, cart, cooking, ear, head, letters, machine, oven, ovens, pan, person, pizza paddle, reflection, wall, window",vg,kitchen,vg_2339766,"bread, button, buttons, cart, ear, head, letters, machine, oven, ovens, person, pizza paddle, reflection, wall, window","bread, button, buttons, cart, cooking, ear, head, letters, machine, oven, ovens, pan, person, pizza paddle, reflection, wall, window","Gender: male

The image shows a man operating a commercial oven in what appears to be a bakery or kitchen setting. He is wearing a white t-shirt and is adjusting the controls on the oven. The oven has multiple compartments, each with its own control panel displaying digital readouts. There are loaves of bread visible inside the oven. The brand name ""Cinelli"" is visible on the oven, along with the word ""Forni"" which suggests it is an Italian brand. In the background, there are wooden pizza peels hanging on the wall. The walls are tiled with dark brown tiles. The overall setting appears to be clean and organized, typical of a professional kitchen environment.",male,strict_match
568,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bagels, blonde hair, blue stars, bottle, bottles, butter, child, container, door, dress, floor, fridge, her hand, lettering, lid, light, mustard, orange, person, red dress, refridgerator, refrigerator, shelf, syrup, top, tub, water bottle, yellow bottle",vg,kitchen,vg_2370148,"bagels, blonde hair, blue stars, bottle, bottles, butter, child, container, door, dress, floor, fridge, her hand, lettering, lid, light, mustard, orange, person, red dress, refridgerator, refrigerator, shelf, syrup, top, tub, water bottle, yellow bottle","bagels, blonde hair, blue stars, bottle, bottles, butter, child, container, door, dress, floor, fridge, her hand, lettering, lid, light, mustard, orange, person, red dress, refridgerator, refrigerator, shelf, syrup, top, tub, water bottle, yellow bottle","Gender: female

The image shows a young girl with long blonde hair wearing a red dress with white star patterns. She is standing in front of an open refrigerator. Inside the refrigerator, several items are visible:

- On the top shelf, there is a bag of bread labeled ""London.""
- On the middle shelf, there is a bottle of water and a container with oranges.
- On the door shelves, there are various condiments including mustard, a bottle of what appears to be hot sauce, and a large bottle of ketchup.
- On the lower shelves, there are more condiments and containers, including a tub of mayonnaise and a bottle of salad dressing.
- The refrigerator also has a drawer that is partially open, revealing some packaged food items.",female,strict_match
569,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","black hair, box, brown shirt, cabients, cabinets, cake, cardboard, cereal, corner, cupboard, cupboards, ear, eye, finger, food, hand, handles, head, kitchen, knife, light, mouth, nose, person, shirt, top, white dish, window",vg,kitchen,vg_2399171,"black hair, box, brown shirt, cabients, cabinets, cake, cardboard, cereal, corner, cupboard, cupboards, ear, eye, finger, food, hand, handles, head, kitchen, knife, light, mouth, nose, person, shirt, top, white dish, window","black hair, box, brown shirt, cabients, cabinets, cake, cardboard, cereal, corner, cupboard, cupboards, ear, eye, finger, food, hand, handles, head, kitchen, knife, light, mouth, nose, person, shirt, top, white dish, window","Gender: male

The image shows a kitchen scene with three individuals. The most visually salient person, a male, is in the foreground on the left side, spreading something on a large, round cake placed on a white plate. He is wearing a white hoodie with a red cross design on the front, and his face is blurred. 

In the background, another person is standing with their back to the camera, wearing a gray sweater and jeans, seemingly busy with something on the countertop. A third person, also with a blurred face, is partially visible on the right side of the image.

On the countertop, there is an open box of ""Victoria sponge cake kit by Sainsbury's,"" showing an image of a finished cake on the front. Above the countertop, there are white cabinets, and on top of these cabinets, a box of ""Weetabix"" cereal is visible. The kitchen has a modern look with white walls and cabinets, and there is a window on the right side letting in natural light.",male,strict_match
570,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bag, door handle, dress, ear, eyeglasses, glasses, hair, handle, knob, oven, person, pot, print, spoon handle, stove, wall, watch",vg,kitchen,vg_2330839,"bag, door handle, dress, ear, eyeglasses, glasses, hair, handle, knob, oven, person, pot, print, spoon handle, wall, watch","bag, door handle, dress, ear, eyeglasses, glasses, hair, handle, knob, oven, person, pot, print, spoon handle, stove, wall, watch","Gender: female

The image shows a woman standing in front of a stove, cooking. She is wearing a patterned dress with blue, green, and white designs. Her hair is tied back. On the stove, there are two pots: one large pot on the left and a smaller pot on the right. The woman is using a utensil to stir or handle the contents of the smaller pot. The stove is white with a digital control panel. The background wall is painted red, and there are various items on the counter behind the stove, including bottles and containers. The floor appears to be tiled.",female,strict_match
571,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","air`s ducts, bag, bottle, bottles, bowls, box, chinese cartons, counter, countertop, dishes, food carton, handle, head, jar, kitchen, lettering, mop, pants, person, plastic cups, plate, plates, pole, shelf, stack bowls, surface, waiter, wall, white outfit, writing",vg,kitchen,vg_2316332,"air`s ducts, bag, bottle, bottles, bowls, box, chinese cartons, counter, countertop, dishes, food carton, handle, head, jar, kitchen, lettering, mop, pants, person, plastic cups, plate, plates, pole, shelf, stack bowls, surface, waiter, wall, white outfit, writing","air`s ducts, bag, bottle, bottles, bowls, box, chinese cartons, counter, countertop, dishes, food carton, handle, head, jar, kitchen, lettering, mop, pants, person, plastic cups, plate, plates, pole, shelf, stack bowls, surface, waiter, wall, white outfit, writing","Gender: male

The image depicts a busy commercial kitchen. In the foreground, there are various kitchen utensils and equipment. On the left side, there are shelves filled with stacks of plates, bowls, and other dishware. Some of the shelves also have pots and pans. Below the shelves, there are more kitchen tools and containers, including a large white pot with a lid. 

In the middle of the image, there are multiple sinks and countertops cluttered with more kitchen items. There are also some cleaning supplies, including a bottle of dish soap and a container of bleach. 

Towards the back of the kitchen, a man is standing and working at a stove or cooking station. He is wearing a white shirt and dark pants. The kitchen has a stainless steel finish, with large ventilation hoods above the cooking area. There are also various cooking utensils hanging on the walls and more pots and pans on the stove. 

Overall, the kitchen appears to be well-used and busy, with a lot of equipment and supplies visible.",male,strict_match
572,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","arm, cabinet, cart, google, hand, leg, medicine cabinet, mouth, person, railing, smile",vg,kitchen,vg_2339045,"arm, cart, google, hand, leg, medicine cabinet, mouth, person, railing, smile","arm, cabinet, cart, google, hand, leg, medicine cabinet, mouth, person, railing, smile","Gender: female

The image shows a person skiing on a snowy slope. She is wearing a light blue and gray jacket, black pants, and gray ski boots. She has ski poles raised above her head in a celebratory manner. She is also wearing ski goggles and a helmet. In the background, there is a ski lift with a person sitting on it, and another person standing near the lift. The sky is partly cloudy, and there is a signpost visible on the left side of the image. The overall scene depicts a joyful moment on a ski slope.",female,strict_match
573,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bowl, broccoli, cooking, counter, fork, glove, green food, hair, hot mitten, kitchen, kitchen dish, knife, lady, mixing bowl, outfit, oven, oven mitt, pan, person, pink shirt, plate, pot, pots, serving tray, shirt, stove, surface, sweat suit, track suit, vegetables",vg,kitchen,vg_2374077,"bowl, broccoli, counter, fork, glove, green food, hair, hot mitten, kitchen, kitchen dish, knife, lady, mixing bowl, outfit, oven mitt, person, pink shirt, plate, pot, pots, serving tray, shirt, stove, surface, sweat suit, track suit, vegetables","bowl, broccoli, cooking, counter, fork, glove, green food, hair, hot mitten, kitchen, kitchen dish, knife, lady, mixing bowl, outfit, oven, oven mitt, pan, person, pink shirt, plate, pot, pots, serving tray, shirt, stove, surface, sweat suit, track suit, vegetables","Gender: female

The image shows a busy kitchen scene with three women engaged in various cooking activities. The woman in the foreground, wearing a pink top, is holding a fork and appears to be talking to another woman. The second woman, wearing a dark top, is holding a bowl. The third woman, in the background, is wearing a pink outfit and is busy with some kitchen task.

Visible objects in the kitchen include:
- A pot on the stove with sausages sticking out.
- Another pot with a creamy substance, possibly soup or sauce.
- A large bowl of green vegetables, possibly lettuce or spinach.
- A plate with what looks like a piece of meat.
- A blue kitchen towel.
- Various kitchen utensils and appliances, including a stove, a sink, and a countertop.
- A metal rack with kitchen tools hanging from it.
- A tiled wall in the background.
- A metal shelf with additional kitchen items.",female,strict_match
574,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","beer, bowl, burger, cactus, chair, container, drink, face, food, fork, fries, glass, glasses, napkin, packets, person, plant, planter, plate, pot, restaurant, shades, shirt, sign, soda, straw, sunglasses, table, text, utensils, vegatables, watch, wrist",vg,kitchen,vg_2409046,"beer, bowl, burger, cactus, chair, container, drink, face, food, fork, fries, glass, glasses, napkin, packets, person, plant, planter, plate, pot, restaurant, shades, shirt, sign, soda, straw, sunglasses, table, text, utensils, vegatables, watch, wrist","beer, bowl, burger, cactus, chair, container, drink, face, food, fork, fries, glass, glasses, napkin, packets, person, plant, planter, plate, pot, restaurant, shades, shirt, sign, soda, straw, sunglasses, table, text, utensils, vegatables, watch, wrist","Gender: male

The image shows a man sitting at an outdoor restaurant table. He is wearing a striped short-sleeve shirt and has short dark hair. His face is blurred. The table is covered with a blue tablecloth and has several items on it. In front of the man, there is a plate with a salad that includes lettuce, tomatoes, and other vegetables. There is also a glass of iced tea and a glass of water. To his right, there is another plate with a sandwich and fries, and a glass of dark soda. The table also has a small cactus plant in a pot, a salt shaker, and a pepper shaker. In the background, there are other diners seated at tables, and the restaurant appears to be near a waterfront or beach area, as indicated by the outdoor setting and casual atmosphere. The restaurant has blue chairs and some tables have umbrellas or shades.",male,strict_match
575,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bench, boxes, brace, chair, cloth, container, counter, dispenser, floor, flowers, front, napkin dispenser, napkin holder, person, pictures, pot, shaker, shirt, stacks, stool, table, vase, wall",vg,kitchen,vg_178,"bench, boxes, brace, chair, cloth, container, counter, dispenser, floor, flowers, front, napkin dispenser, napkin holder, person, pictures, pot, shaker, shirt, stacks, stool, table, vase, wall","bench, boxes, brace, chair, cloth, container, counter, dispenser, floor, flowers, front, napkin dispenser, napkin holder, person, pictures, pot, shaker, shirt, stacks, stool, table, vase, wall","Gender: unknown

The image depicts a retro-style diner with a long counter and red cushioned stools. On the counter, there are several objects including a napkin dispenser, a sugar dispenser, a small metal container, and a salt shaker. In the background, there are people sitting at tables, and some are standing near the counter. The walls are adorned with colorful paintings and there are flower arrangements placed on the counter. The overall ambiance is bright and nostalgic, reminiscent of classic American diners.",unknown,strict_match
576,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","chain, glasses, hat, jacket, kitchen, neck, person, plaid coat, plaid jacket, shirt",vg,kitchen,vg_2324758,"chain, glasses, hat, jacket, kitchen, neck, person, plaid coat, plaid jacket, shirt","chain, glasses, hat, jacket, kitchen, neck, person, plaid coat, plaid jacket, shirt","Gender: male

The image shows a man standing in a kitchen. He is wearing a yellow cap, a gray t-shirt with red text, a black and white checkered flannel shirt over the t-shirt, and a gold necklace with a cross pendant. The kitchen has wooden cabinets, a tiled backsplash, and a countertop with various items on it. In the background, there is a window with white curtains, a wall with framed pictures, and a door. The lighting in the room appears to be natural, coming from the window.",male,strict_match
577,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","apron, bottle, cap, ceiling, container, cook, emblem, equipment, extinguisher, faucet, freezer, group, hair, he, head, holder, hood, item, kitchen, lid, oven, person, pin, pipe, pot, range, room, shaker, shelf, shirt, stack, stick, sticker, stripe, t-shirt, tile, top, towels, utensil, vents, wall",vg,kitchen,vg_2413100,"apron, bottle, cap, ceiling, container, emblem, equipment, extinguisher, faucet, freezer, group, hair, he, head, holder, hood, item, kitchen, lid, oven, person, pin, pipe, pot, range, room, shaker, shelf, shirt, stack, stick, sticker, stripe, t-shirt, tile, top, towels, utensil, vents, wall","apron, bottle, cap, ceiling, container, cook, emblem, equipment, extinguisher, faucet, freezer, group, hair, he, head, holder, hood, item, kitchen, lid, oven, person, pin, pipe, pot, range, room, shaker, shelf, shirt, stack, stick, sticker, stripe, t-shirt, tile, top, towels, utensil, vents, wall","Gender: male

The image depicts a busy kitchen scene with several people working. The most visually salient person is a male, wearing a black shirt and a striped apron. He is standing near a large oven or cooking appliance, possibly checking or adjusting something inside it. 

Other visible objects in the kitchen include:
- A fire extinguisher mounted on the wall.
- Stainless steel countertops and sinks.
- Various kitchen utensils and tools, such as a rolling pin on the counter.
- Bottles of condiments, including a yellow squeeze bottle.
- Shelving with various items, including a towel and containers.
- A ventilation hood above the cooking area.
- A blue cloth hanging near the sink.
- Another person in the background, also wearing a striped apron, and a third person blurred in motion, possibly walking or working quickly.",male,strict_match
